team_ix,matchup_id,player,player_id,n_games,n_points,n_qs,team_id
1,1,Eduardo Escobar,30272,NA,27.5,NA,5
1,1,Frankie Montas,33249,2,27.5,1,5
1,1,Wander Franco,40929,NA,35,NA,5
1,1,Ian Happ,34945,NA,18.5,NA,5
1,1,Daulton Varsho,40963,NA,13.5,NA,5
1,1,Randal Grichuk,31399,NA,13.5,NA,5
1,1,Ty France,35591,NA,35,NA,5
1,1,Eddie Rosario,31944,NA,1.5,NA,5
1,1,Aaron Nola,33709,2,16,0,5
1,1,Mookie Betts,33039,NA,16.5,NA,5
1,1,Eric Hosmer,30993,NA,22,NA,5
1,1,Sonny Gray,32082,1,9,0,5
1,1,Jeimer Candelario,32531,NA,8,NA,5
1,1,Paul Goldschmidt,31027,NA,15,NA,5
1,1,Kyle Hendricks,33173,2,8,0,5
1,1,Josh Hader,32760,NA,28,0,5
1,1,Drew Rasmussen,42584,2,12,0,5
1,1,Cody Bellinger,33912,NA,19,NA,5
1,1,Rhys Hoskins,35291,NA,24,NA,5
1,1,Adam Wainwright,5403,2,26.5,1,5
1,1,Chris Bassitt,33148,2,51,2,5
1,1,Kenley Jansen,29630,NA,13.5,0,5
2,1,Corey Kluber,30981,1,14,0,6
2,1,Corbin Burnes,39878,2,37,1,6
2,1,Carlos Santana,30280,NA,5.5,NA,6
2,1,Rowan Wick,34190,NA,0,0,6
2,1,Patrick Sandoval,40975,1,13.5,0,6
2,1,Aaron Hicks,31253,NA,10,NA,6
2,1,Max Muncy,33303,NA,22.5,NA,6
2,1,Brandon Lowe,39961,NA,29,NA,6
2,1,J.D. Martinez,31065,NA,24.5,NA,6
2,1,Zack Wheeler,31267,2,-0.5,0,6
2,1,Eduardo Rodriguez,32675,2,8.5,0,6
2,1,Tommy Pham,31208,NA,5,NA,6
2,1,Alex Wood,32620,1,9,0,6
2,1,Jeff McNeil,33900,NA,27,NA,6
2,1,Jake Diekman,32178,NA,11.5,0,6
2,1,Noah Syndergaard,31730,2,31.5,1,6
2,1,Corey Seager,32691,NA,23.5,NA,6
2,1,Marcell Ozuna,31668,NA,38.5,NA,6
2,1,Mark Canha,31670,NA,14,NA,6
2,1,Gary Sanchez,31095,NA,12.5,NA,6
2,1,Camilo Doval,41337,NA,11.5,0,6
2,1,Manny Machado,31097,NA,35.5,NA,6
2,1,Josh Donaldson,29563,NA,12.5,NA,6
2,1,Jarred Kelenic,41150,NA,14.5,NA,6
2,1,Dylan Cease,34943,2,36.5,0,6
2,1,Jonathan Loaisiga,39807,NA,4.5,0,6
3,1,Nestor Cortes,36480,2,38.5,0,11
3,1,Brendan Rodgers,35073,NA,-1,NA,11
3,1,Chris Taylor,32900,NA,22,NA,11
3,1,Yusei Kikuchi,41415,1,1.5,0,11
3,1,Randy Arozarena,36488,NA,12,NA,11
3,1,Brandon Woodruff,37515,2,4,0,11
3,1,Jake Cronenworth,36364,NA,23.5,NA,11
3,1,Jorge Polanco,32525,NA,18.5,NA,11
3,1,Brad Miller,32206,NA,0,NA,11
3,1,Carlos Hernandez,41233,1,-1,0,11
3,1,Kyle Higashioka,30545,NA,-1.5,NA,11
3,1,Kris Bryant,33172,NA,25.5,NA,11
3,1,Carlos Rodon,33696,2,50,1,11
3,1,Yadier Molina,5986,NA,-1,NA,11
3,1,Wilmer Flores,30627,NA,19.5,NA,11
3,1,Aaron Civale,40934,2,9.5,0,11
3,1,Yuli Gurriel,36006,NA,2.5,NA,11
3,1,Jose Berrios,32811,2,-5.5,0,11
3,1,Cristian Javier,41261,NA,19,0,11
3,1,Trea Turner,33710,NA,17,NA,11
3,1,Christian Yelich,31283,NA,18,NA,11
3,1,Jonathan Schoop,31988,NA,13.5,NA,11
3,1,Hunter Renfroe,33205,NA,9.5,NA,11
3,1,Yu Darvish,32055,3,30,2,11
3,1,Alex Verdugo,33786,NA,31.5,NA,11
3,1,Javier Baez,32127,NA,13,NA,11
4,1,Marco Gonzales,33158,2,21.5,1,2
4,1,Mark Melancon,29446,NA,9.5,0,2
4,1,Gleyber Torres,33804,NA,10,NA,2
4,1,Shane Bieber,40912,2,27.5,0,2
4,1,Luis Arraez,39572,NA,17,NA,2
4,1,Salvador Perez,31127,NA,16.5,NA,2
4,1,Nathaniel Lowe,40538,NA,22.5,NA,2
4,1,Jordan Romano,36380,NA,38.5,0,2
4,1,Sean Manaea,33244,2,52.5,2,2
4,1,Brandon Nimmo,32159,NA,25,NA,2
4,1,Tim Anderson,33184,NA,26.5,NA,2
4,1,Ji-Man Choi,31779,NA,8.5,NA,2
4,1,Chris Flexen,36067,2,18,1,2
4,1,Kyle Wright,39652,1,14.5,0,2
4,1,Framber Valdez,36581,2,33.5,1,2
4,1,Seiya Suzuki,4142424,NA,48.5,NA,2
4,1,Aaron Judge,33192,NA,21,NA,2
4,1,Jorge Soler,32558,NA,14.5,NA,2
4,1,Jose Altuve,31662,NA,11,NA,2
4,1,Shane McClanahan,41199,2,27,0,2
4,1,Mike Moustakas,29999,NA,2,NA,2
4,1,Joey Gallo,32818,NA,5.5,NA,2
4,1,Joey Wendle,33017,NA,6,NA,2
4,1,Blake Treinen,32185,NA,13,0,2
4,1,Robinson Cano,6204,NA,6.5,NA,2
4,1,Travis d'Arnaud,29951,NA,11.5,NA,2
4,1,Matt Olson,32767,NA,41,NA,2
5,1,Bailey Ober,3107919,2,27.5,1,8
5,1,Ketel Marte,32512,NA,12.5,NA,8
5,1,Myles Straw,39105,NA,38,NA,8
5,1,Anthony Rendon,32098,NA,10.5,NA,8
5,1,Logan Gilbert,41221,2,31,0,8
5,1,Zac Gallen,39910,1,11.5,0,8
5,1,Alex Bregman,34886,NA,25.5,NA,8
